gender,ethnicity,age_category,year_assessment,height,weight,bmi
Boy,Dutch,3-6 years,1999,118,23,16.518242
Girl,Dutch,3-6 years,1999,109,21,17.67528
Girl,Dutch,3-6 years,1999,126,24,15.117158
Girl,Dutch,3-6 years,1999,111,18,14.609204
Boy,Dutch,3-6 years,1999,119,21,14.829461
Girl,Dutch,3-6 years,1999,114,18,13.850416
Girl,Dutch,3-6 years,1999,123,22,14.541609
Girl,Dutch,3-6 years,1999,116,20,14.863258
Girl,Dutch,3-6 years,1999,116,24,17.83591
Girl,Dutch,3-6 years,1999,116,19,14.120095
Girl,Dutch,3-6 years,1999,114,19,14.619883
Boy,Dutch,3-6 years,1999,117,20.5,14.975528
Girl,Dutch,3-6 years,1999,120,21,14.583333
Girl,Dutch,3-6 years,1999,128,26,15.869141
Boy,Dutch,3-6 years,1999,115,19,14.36673
Girl,Dutch,3-6 years,1999,110,16.5,13.636364
Girl,Dutch,3-6 years,1999,113,20,15.662934
Boy,Dutch,3-6 years,1999,128,25,15.258789
Girl,Dutch,3-6 years,1999,110,19,15.702479
Girl,Dutch,3-6 years,1999,114,20,15.389351
Girl,Dutch,3-6 years,1999,129,25,15.023136
Girl,Dutch,3-6 years,1999,117,20,14.610271
Girl,Dutch,3-6 years,1999,114,18,13.850416
Girl,Dutch,3-6 years,1999,116,18,13.376932
Girl,Dutch,3-6 years,1999,111,19.5,15.826637
Girl,Dutch,3-6 years,1999,109,20.5,17.25444
Boy,Dutch,3-6 years,1999,117,19,13.879757
Girl,Dutch,3-6 years,1999,109,19.2,16.160256
Girl,Dutch,3-6 years,1999,111,17.4,14.12223
Girl,Dutch,3-6 years,1999,106,16.6,14.773941
Girl,Dutch,3-6 years,1999,94,16.7,18.899955
Boy,Dutch,3-6 years,1999,108,19.1,16.375171
Girl,Dutch,3-6 years,1999,108,17.9,15.346365
Girl,Surinamese South Asian,3-6 years,1999,107,15,13.101581
Boy,Dutch,3-6 years,1999,111,20.3,16.475935
Girl,Dutch,3-6 years,1999,108,22.3,19.118656
Boy,Dutch,3-6 years,1999,105,15.7,14.240363
Boy,Dutch,3-6 years,1999,102,16.6,15.955402
Boy,Dutch,3-6 years,1999,103,16.4,15.458573
Boy,Dutch,3-6 years,1999,106,16.5,14.684941
Boy,Dutch,3-6 years,1999,100,16.1,16.1
Girl,Dutch,3-6 years,1999,110,18,14.876033
Girl,Dutch,3-6 years,1999,107,19.1,16.68268
Girl,Dutch,3-6 years,1999,106,17.7,15.752937
Girl,Dutch,3-6 years,1999,92,12.8,15.122873
Boy,Dutch,3-6 years,1999,115,20.7,15.652174
Boy,Dutch,3-6 years,1999,106,16,14.239943
Boy,Dutch,3-6 years,1999,102,15.7,15.09035
Girl,Dutch,3-6 years,1999,105,17.9,16.235828
Boy,Dutch,3-6 years,1999,112,19,15.146684
Girl,Dutch,3-6 years,1999,100,16.1,16.1
Girl,Dutch,3-6 years,1999,113,21.9,17.150912
Boy,Dutch,3-6 years,1999,101,14.3,14.018234
Girl,Dutch,3-6 years,1999,99,16.2,16.528926
Boy,Dutch,3-6 years,1999,107,16.5,14.411739
Boy,Dutch,3-6 years,1999,106,17.6,15.663937
Girl,Dutch,3-6 years,1999,102,16.6,15.955402
Girl,Dutch,3-6 years,1999,105,16.9,15.328798
Girl,Dutch,3-6 years,1999,109,21.9,18.432792
Girl,Dutch,3-6 years,1999,108,17.2,14.746228
Boy,Dutch,3-6 years,1999,100,17.3,17.3
Boy,Dutch,3-6 years,1999,110,17.5,14.46281
Boy,Dutch,3-6 years,1999,100,13.7,13.7
Girl,Dutch,3-6 years,1999,101,16,15.684737
Boy,Dutch,3-6 years,1999,102,15.2,14.609765
Girl,Dutch,3-6 years,1999,96,13.4,14.539931
Girl,Dutch,3-6 years,1999,100,17.8,17.8
Girl,Dutch,3-6 years,1999,113,23.5,18.403947
Boy,Dutch,3-6 years,1999,110,19.7,16.280992
Boy,Dutch,3-6 years,1999,111,18.9,15.339664
Boy,Dutch,3-6 years,1999,105,18.3,16.598639
Boy,Dutch,3-6 years,1999,104,16,14.792899
Boy,Surinamese South Asian,3-6 years,1999,109,20.2,17.001936
Girl,Dutch,3-6 years,1999,108,18,15.432099
Boy,Maroccan,3-6 years,1999,108,16.6,14.231824
Girl,Maroccan,3-6 years,1999,102,16.5,15.859285
Girl,Turkish,3-6 years,1999,101,19.2,18.821684
Girl,Turkish,3-6 years,1999,103,25.6,24.130455
Girl,Turkish,3-6 years,1999,104,17.4,16.087278
Girl,Turkish,3-6 years,1999,100,14.4,14.4
Boy,Maroccan,3-6 years,1999,105,19.3,17.505669
Girl,Turkish,3-6 years,1999,103,18.3,17.249505
Girl,Turkish,3-6 years,1999,105,16,14.512472
Boy,Turkish,3-6 years,1999,104,18.6,17.196746
Girl,Maroccan,3-6 years,1999,106,18.9,16.820933
Boy,Turkish,3-6 years,1999,100,15.8,15.8
Girl,Turkish,3-6 years,1999,100,15.7,15.7
Boy,Maroccan,3-6 years,1999,92,13.6,16.068053
Girl,Dutch,3-6 years,1999,106,18.4,16.375934
Girl,Dutch,3-6 years,1999,97,17.9,19.024338
Boy,Maroccan,3-6 years,1999,96,13.9,15.082465
Girl,Turkish,3-6 years,1999,113,31,24.277547
Boy,Surinamese South Asian,3-6 years,1999,114,20,15.389351
Girl,Maroccan,3-6 years,1999,95,12.6,13.961219
Boy,Maroccan,3-6 years,1999,97,14.9,15.835902
Girl,Surinamese South Asian,3-6 years,1999,104,15.6,14.423077
Girl,Turkish,3-6 years,1999,111,19,15.420826
Girl,Maroccan,3-6 years,1999,106,16.8,14.95194
Boy,Turkish,3-6 years,1999,108,18.5,15.860768
Boy,Surinamese South Asian,3-6 years,1999,97,11.6,12.328622
Girl,Turkish,3-6 years,1999,107,23.4,20.438466
Boy,Turkish,3-6 years,1999,107,17.8,15.547209
Boy,Turkish,3-6 years,1999,115,23.3,17.618147
Boy,Maroccan,3-6 years,1999,107,19.5,17.032055
Girl,Maroccan,3-6 years,1999,101,15.9,15.586707
Boy,Turkish,3-6 years,1999,102.5,15,14.277216
Boy,Turkish,3-6 years,1999,108,21,18.004115
Boy,Turkish,3-6 years,1999,102,13.8,13.264129
Boy,Surinamese South Asian,3-6 years,1999,106,15.1,13.438946
Boy,Maroccan,3-6 years,1999,105,17.3,15.69161
Girl,Turkish,3-6 years,1999,105,19,17.23356
Boy,Turkish,3-6 years,1999,103,18.1,17.060986
Girl,Turkish,3-6 years,1999,100,15.5,15.5
Boy,Maroccan,3-6 years,1999,107,20,17.468775
Boy,Maroccan,3-6 years,1999,99,17.6,17.957351
Girl,Turkish,3-6 years,1999,106,20,17.799929
Boy,Turkish,3-6 years,1999,100,15.7,15.7
Boy,Turkish,3-6 years,1999,100,16.8,16.8
Boy,Turkish,3-6 years,1999,103,15.2,14.327458
Boy,Turkish,3-6 years,1999,106,19,16.909932
Girl,Turkish,3-6 years,1999,108,25.7,22.033608
Boy,Turkish,3-6 years,1999,101,17,16.665033
Boy,Surinamese South Asian,3-6 years,1999,102,14,13.456363
Girl,Maroccan,3-6 years,1999,110,19.2,15.867769
Boy,Maroccan,3-6 years,1999,102,15.3,14.705882
Boy,Dutch,3-6 years,1999,101,18,17.645329
Girl,Maroccan,3-6 years,1999,108,19,16.289438
Boy,Dutch,3-6 years,1999,100,15.2,15.2
Girl,Turkish,3-6 years,1999,98,14.8,15.410246
Boy,Turkish,3-6 years,1999,94,12.5,14.146673
Boy,Dutch,3-6 years,1999,106,17.8,15.841937
Girl,Dutch,3-6 years,1999,105,16.5,14.965986
Boy,Dutch,3-6 years,1999,104,17,15.717456
Boy,Dutch,3-6 years,1999,94,15.5,17.541874
Boy,Maroccan,3-6 years,1999,101,16.1,15.782766
Girl,Maroccan,3-6 years,1999,105,19.1,17.324263
Girl,Turkish,3-6 years,1999,100,17,17
Boy,Maroccan,3-6 years,1999,101,15,14.704441
Girl,Maroccan,3-6 years,1999,98,14,14.577259
Boy,Maroccan,3-6 years,1999,100,15,15
Girl,Turkish,3-6 years,1999,102,17,16.339869
Boy,Turkish,3-6 years,1999,106,15.3,13.616946
Girl,Maroccan,3-6 years,1999,102,14.6,14.033064
Girl,Turkish,3-6 years,1999,112,19,15.146684
Girl,Maroccan,3-6 years,1999,102,18.3,17.589389
Girl,Maroccan,3-6 years,1999,103,17.4,16.401169
Boy,Maroccan,3-6 years,1999,101,15.3,14.99853
Girl,Turkish,3-6 years,1999,96,15.2,16.493056
Girl,Maroccan,3-6 years,1999,101,14.9,14.606411
Boy,Maroccan,3-6 years,1999,102,16.8,16.147636
Boy,Maroccan,3-6 years,1999,106,16,14.239943
Girl,Maroccan,3-6 years,1999,102,17.3,16.62822
Boy,Maroccan,3-6 years,1999,100,15.8,15.8
Boy,Maroccan,3-6 years,1999,99,14.5,14.794409
Girl,Maroccan,3-6 years,1999,101,19.3,18.919714
Girl,Maroccan,3-6 years,1999,102,17,16.339869
Girl,Dutch,3-6 years,1999,99,14.7,14.99847
Boy,Dutch,3-6 years,1999,94,13.3,15.05206
Boy,Dutch,3-6 years,1999,96,13,14.105903
Girl,Dutch,3-6 years,1999,101,16.4,16.076855
Girl,Dutch,3-6 years,1999,94,14.5,16.41014
Boy,Dutch,3-6 years,1999,100,15.7,15.7
Girl,Dutch,3-6 years,1999,112,20.6,16.422194
Boy,Dutch,3-6 years,1999,106,16,14.239943
Girl,Dutch,3-6 years,1999,99,16,16.324865
Girl,Dutch,3-6 years,1999,108,17.6,15.089163
Boy,Dutch,3-6 years,1999,104,15.9,14.700444
Boy,Maroccan,3-6 years,1999,108,17,14.57476
Girl,Turkish,3-6 years,1999,104,18.3,16.919379
Girl,Turkish,3-6 years,1999,108,20.6,17.66118
Girl,Surinamese South Asian,3-6 years,1999,100,14.6,14.6
Girl,Maroccan,3-6 years,1999,96,14.3,15.516493
Girl,Turkish,3-6 years,1999,102,15,14.417532
Girl,Turkish,3-6 years,1999,110,23.8,19.669421
Girl,Turkish,3-6 years,1999,100,14.2,14.2
Girl,Maroccan,3-6 years,1999,102,17,16.339869
Girl,Surinamese South Asian,3-6 years,1999,102,16.5,15.859285
Girl,Turkish,3-6 years,1999,103,15.9,14.987275
Boy,Maroccan,3-6 years,1999,111,18.1,14.690366
Girl,Surinamese South Asian,3-6 years,1999,96,11.1,12.044271
Boy,Maroccan,3-6 years,1999,114,20,15.389351
Boy,Surinamese South Asian,3-6 years,1999,107,17.4,15.197834
Boy,Turkish,3-6 years,1999,104,22.1,20.432692
Boy,Maroccan,3-6 years,1999,99,15.2,15.508622
Girl,Maroccan,3-6 years,1999,97,13.2,14.029121
Boy,Maroccan,3-6 years,1999,99,13.5,13.774105
Girl,Dutch,3-6 years,1999,104,19.4,17.936391
Girl,Dutch,3-6 years,1999,104,17.8,16.457101
Girl,Dutch,3-6 years,1999,98,15,15.618492
Girl,Dutch,3-6 years,1999,105,18.7,16.961451
Girl,Dutch,3-6 years,1999,102,16.5,15.859285
Boy,Dutch,3-6 years,1999,99,14.8,15.1005
Boy,Surinamese South Asian,3-6 years,1999,98,14.4,14.993753
Boy,Dutch,3-6 years,1999,104,16.8,15.532544
Girl,Dutch,3-6 years,1999,105,18.4,16.689342
Girl,Dutch,3-6 years,1999,104,18.6,17.196746
Girl,Dutch,3-6 years,1999,109,18,15.15024
Girl,Maroccan,7-10 years,1999,128,28,17.089844
Girl,Turkish,7-10 years,1999,134,34,18.935175
Girl,Maroccan,7-10 years,1999,142,44,21.821067
Girl,Turkish,7-10 years,1999,119,21,14.829461
Boy,Turkish,7-10 years,1999,135,42,23.045267
Boy,Maroccan,7-10 years,1999,134,33,18.378258
Girl,Maroccan,7-10 years,1999,123,27,17.84652
Boy,Turkish,7-10 years,1999,130,34,20.118343
Girl,Maroccan,7-10 years,1999,130,39,23.076923
Boy,Maroccan,7-10 years,1999,133,30,16.959692
Girl,Turkish,7-10 years,1999,120,34,23.611111
Boy,Surinamese South Asian,7-10 years,1999,127,21,13.020026
Girl,Maroccan,7-10 years,1999,126,24,15.117158
Boy,Maroccan,7-10 years,1999,126,26.5,16.691862
Girl,Maroccan,7-10 years,1999,127,22.5,13.950028
Girl,Surinamese South Asian,7-10 years,1999,134,31,17.264424
Girl,Turkish,7-10 years,1999,120,22,15.277778
Girl,Dutch,7-10 years,1999,139,45.5,23.549506
Girl,Maroccan,7-10 years,1999,132,31,17.791552
Boy,Maroccan,7-10 years,1999,137,31,16.516597
Boy,Maroccan,7-10 years,1999,125,26,16.64
Boy,Surinamese South Asian,7-10 years,1999,123,21,13.880627
Boy,Surinamese South Asian,7-10 years,1999,134,25,13.922923
Boy,Surinamese South Asian,7-10 years,1999,135,28.5,15.63786
Boy,Surinamese South Asian,7-10 years,1999,132,24,13.774105
Girl,Dutch,7-10 years,1999,125,28,17.92
Girl,Dutch,7-10 years,1999,124,28,18.210198
Boy,Turkish,7-10 years,1999,128,26.5,16.174316
Boy,Maroccan,7-10 years,1999,136,46,24.870242
Girl,Maroccan,7-10 years,1999,134,28.5,15.872132
Girl,Maroccan,7-10 years,1999,127,25,15.500031
Girl,Maroccan,7-10 years,1999,127,25,15.500031
Girl,Maroccan,7-10 years,1999,128,26,15.869141
Girl,Maroccan,7-10 years,1999,130,36,21.301775
Girl,Maroccan,7-10 years,1999,120,21,14.583333
Girl,Maroccan,7-10 years,1999,120,22,15.277778
Girl,Maroccan,7-10 years,1999,121,30,20.490404
Boy,Maroccan,7-10 years,1999,132,28,16.069789
Girl,Turkish,7-10 years,1999,130,27,15.976331
Boy,Dutch,7-10 years,1999,134,27,15.036757
Girl,Maroccan,7-10 years,1999,126,26,16.376921
Girl,Maroccan,7-10 years,1999,129,28,16.825912
Girl,Turkish,7-10 years,1999,124,28,18.210198
Boy,Maroccan,7-10 years,1999,122,22,14.780973
Boy,Maroccan,7-10 years,1999,119,21,14.829461
Girl,Maroccan,7-10 years,1999,121,23,15.709309
Boy,Surinamese South Asian,7-10 years,1999,123,33,21.812413
Girl,Maroccan,7-10 years,1999,130,24,14.201183
Girl,Maroccan,7-10 years,1999,126,23,14.487276
Boy,Maroccan,7-10 years,1999,128,32,19.53125
Boy,Maroccan,7-10 years,1999,115,21,15.879017
Girl,Surinamese South Asian,7-10 years,1999,120,20.5,14.236111
Girl,Turkish,7-10 years,1999,121,22,15.026296
Boy,Maroccan,7-10 years,1999,123,22,14.541609
Girl,Turkish,7-10 years,1999,116,21,15.606421
Boy,Surinamese South Asian,7-10 years,1999,131,23,13.402482
Girl,Maroccan,7-10 years,1999,121,25,17.075336
Girl,Maroccan,7-10 years,1999,118,22.5,16.15915
Boy,Turkish,3-6 years,1999,135,56,30.727023
Boy,Turkish,7-10 years,1999,140,60,30.612245
Boy,Maroccan,7-10 years,1999,143,48.5,23.717541
Boy,Maroccan,7-10 years,1999,134,41,22.833593
Boy,Maroccan,7-10 years,1999,137,28.5,15.184613
Girl,Surinamese South Asian,7-10 years,1999,131,28,16.316065
Girl,Surinamese South Asian,7-10 years,1999,128,30,18.310547
Boy,Surinamese South Asian,7-10 years,1999,131,23,13.402482
Boy,Maroccan,7-10 years,1999,122,23,15.452835
Girl,Turkish,7-10 years,1999,124,28.5,18.53538
Girl,Maroccan,7-10 years,1999,116,20,14.863258
Girl,Maroccan,7-10 years,1999,127,25,15.500031
Girl,Surinamese South Asian,7-10 years,1999,123,20,13.219644
Girl,Maroccan,7-10 years,1999,115,20,15.122873
Girl,Maroccan,3-6 years,1999,120,22,15.277778
Girl,Surinamese South Asian,3-6 years,1999,118,20,14.363689
Boy,Maroccan,3-6 years,1999,113,20,15.662934
Boy,Maroccan,3-6 years,1999,112,21,16.741071
Girl,Maroccan,3-6 years,1999,116,25.5,18.950654
Boy,Maroccan,3-6 years,1999,117,20,14.610271
Girl,Maroccan,3-6 years,1999,118,22,15.800057
Boy,Maroccan,3-6 years,1999,113,20,15.662934
Boy,Maroccan,3-6 years,1999,113,22.5,17.6208
Boy,Maroccan,3-6 years,1999,107,17,14.848458
Boy,Surinamese South Asian,3-6 years,1999,116,18,13.376932
Girl,Maroccan,3-6 years,1999,120,18,12.5
Boy,Maroccan,3-6 years,1999,113,19,14.879787
Girl,Maroccan,3-6 years,1999,117,22,16.071298
Girl,Maroccan,3-6 years,1999,108,17,14.57476
Girl,Surinamese South Asian,3-6 years,1999,110,20.5,16.942149
Boy,Maroccan,3-6 years,1999,121,22,15.026296
Boy,Maroccan,3-6 years,1999,124,25,16.259105
Girl,Maroccan,3-6 years,1999,123,41,27.100271
Boy,Maroccan,3-6 years,1999,119,25,17.65412
Girl,Maroccan,3-6 years,1999,111,22,17.855694
Girl,Turkish,3-6 years,1999,118,23,16.518242
Boy,Turkish,3-6 years,1999,112,22,17.538265
Girl,Maroccan,3-6 years,1999,111,30,24.348673
Boy,Maroccan,3-6 years,1999,116,20,14.863258
Girl,Maroccan,3-6 years,1999,103,18,16.966726
Boy,Maroccan,3-6 years,1999,117,20,14.610271
Girl,Maroccan,3-6 years,1999,113,22.5,17.6208
Boy,Maroccan,3-6 years,1999,113,20,15.662934
Boy,Turkish,3-6 years,1999,120,23,15.972222
Boy,Dutch,3-6 years,1999,116,20,14.863258
Girl,Maroccan,3-6 years,1999,104,16,14.792899
Girl,Maroccan,3-6 years,1999,112,22,17.538265
Boy,Maroccan,3-6 years,1999,104,18,16.642012
Girl,Maroccan,3-6 years,1999,108,22,18.861454
Boy,Surinamese South Asian,3-6 years,1999,121,26,17.75835
Girl,Maroccan,3-6 years,1999,115,26,19.659735
Boy,Surinamese South Asian,3-6 years,1999,117,19.5,14.245014
Boy,Surinamese South Asian,3-6 years,1999,114,23,17.697753
Boy,Maroccan,3-6 years,1999,111,22,17.855694
Boy,Surinamese South Asian,3-6 years,1999,114,27,20.775623
Girl,Maroccan,3-6 years,1999,106,18,16.019936
Boy,Turkish,3-6 years,1999,116,31,23.03805
Boy,Maroccan,3-6 years,1999,113,19.5,15.27136
Girl,Maroccan,3-6 years,1999,111,18,14.609204
Girl,Surinamese South Asian,3-6 years,1999,108,19,16.289438
Boy,Surinamese South Asian,3-6 years,1999,116,18,13.376932
Boy,Maroccan,3-6 years,1999,110,21,17.355372
Girl,Maroccan,3-6 years,1999,116,24,17.83591
Boy,Surinamese South Asian,3-6 years,1999,110,18,14.876033
Girl,Maroccan,3-6 years,1999,111,16.3,13.229446
Boy,Maroccan,3-6 years,1999,113,36,28.193281
Boy,Maroccan,3-6 years,1999,116,21.5,15.978002
Girl,Maroccan,3-6 years,1999,112,18.7,14.907526
Boy,Maroccan,3-6 years,1999,107,17,14.848458
Boy,Turkish,3-6 years,1999,106,25,22.249911
Girl,Dutch,3-6 years,1999,108,19.8,16.975309
Girl,Maroccan,3-6 years,1999,114,24.5,18.851954
Girl,Maroccan,3-6 years,1999,111,18,14.609204
Boy,Turkish,3-6 years,1999,111,20,16.232449
Boy,Turkish,3-6 years,1999,112,22,17.538265
Girl,Maroccan,3-6 years,1999,112,22,17.538265
Girl,Maroccan,3-6 years,1999,118,25,17.954611
Boy,Maroccan,3-6 years,1999,109,19.5,16.41276
Boy,Turkish,3-6 years,1999,114,21,16.158818
Girl,Maroccan,3-6 years,1999,119,22,15.535626
Girl,Maroccan,3-6 years,1999,113,22,17.229227
Girl,Maroccan,3-6 years,1999,117,21,15.340785
Girl,Maroccan,3-6 years,1999,120,30,20.833333
Boy,Surinamese South Asian,3-6 years,1999,109,16,13.46688
Boy,Turkish,3-6 years,1999,120,25,17.361111
Girl,Surinamese South Asian,3-6 years,1999,120,23,15.972222
Girl,Surinamese South Asian,3-6 years,1999,99,13.5,13.774105
Girl,Maroccan,3-6 years,1999,108,16,13.717421
Girl,Maroccan,3-6 years,1999,110,21,17.355372
Boy,Maroccan,3-6 years,1999,117,19,13.879757
Boy,Turkish,3-6 years,1999,114,21.5,16.543552
Girl,Turkish,3-6 years,1999,110,16,13.22314
Boy,Surinamese South Asian,3-6 years,1999,116,17,12.633769
Boy,Maroccan,3-6 years,1999,116,20,14.863258
Boy,Surinamese South Asian,3-6 years,1999,116,19.3,14.343044
Girl,Maroccan,3-6 years,1999,116,23,17.092747
Boy,Maroccan,3-6 years,1999,114,18,13.850416
Boy,Turkish,3-6 years,1999,115,24,18.147448
Girl,Turkish,3-6 years,1999,105,17,15.419501
Boy,Surinamese South Asian,3-6 years,1999,116,22,16.349584
Boy,Maroccan,3-6 years,1999,110,19,15.702479
Boy,Maroccan,3-6 years,1999,115,27.2,20.567108
Boy,Maroccan,3-6 years,1999,122,29,19.48401
Girl,Maroccan,3-6 years,1999,112,20,15.943878
Boy,Turkish,3-6 years,1999,117,20,14.610271
Boy,Turkish,3-6 years,1999,126,28,17.636684
Girl,Maroccan,3-6 years,1999,112,20,15.943878
Girl,Maroccan,3-6 years,1999,117,20,14.610271
Boy,Maroccan,3-6 years,1999,113,21.5,16.837654
Boy,Maroccan,3-6 years,1999,108,18,15.432099
Boy,Surinamese South Asian,3-6 years,1999,108,18.5,15.860768
Girl,Maroccan,3-6 years,1999,113,24,18.79552
Girl,Turkish,3-6 years,1999,122,27,18.140285
Girl,Maroccan,3-6 years,1999,110,20,16.528926
Boy,Maroccan,3-6 years,1999,108,18.5,15.860768
Boy,Maroccan,3-6 years,1999,109,21,17.67528
Girl,Turkish,3-6 years,1999,118,24.5,17.595519
Boy,Maroccan,3-6 years,1999,111,20,16.232449
Boy,Maroccan,3-6 years,1999,106,16.8,14.95194
Girl,Surinamese South Asian,3-6 years,1999,99,13,13.263953
Girl,Maroccan,3-6 years,1999,94,15.3,17.315527
Girl,Surinamese South Asian,3-6 years,1999,107,17.8,15.547209
Girl,Maroccan,3-6 years,1999,104,19.8,18.306213
Boy,Maroccan,3-6 years,1999,107,18,15.721897
Boy,Turkish,3-6 years,1999,116,27.4,20.362663
Boy,Maroccan,3-6 years,1999,101,15.8,15.488678
Girl,Turkish,3-6 years,1999,107,17.4,15.197834
Girl,Maroccan,3-6 years,1999,98,14.4,14.993753
Girl,Maroccan,3-6 years,1999,101,17.9,17.547299
Girl,Surinamese South Asian,3-6 years,1999,103,16,15.081535
Girl,Maroccan,3-6 years,1999,98,14.9,15.514369
Girl,Maroccan,3-6 years,1999,100,14.8,14.8
Girl,Maroccan,3-6 years,1999,109,20.5,17.25444
Girl,Turkish,3-6 years,1999,103,18.9,17.815063
Boy,Turkish,3-6 years,1999,99,15.7,16.018774
Girl,Maroccan,3-6 years,1999,105,21,19.047619
Girl,Maroccan,3-6 years,1999,106,18.4,16.375934
Girl,Maroccan,3-6 years,1999,113,19.4,15.193046
Girl,Surinamese South Asian,3-6 years,1999,100,14,14
Girl,Maroccan,3-6 years,1999,104,16.7,15.440089
Boy,Maroccan,3-6 years,1999,103,16.9,15.929871
Girl,Maroccan,3-6 years,1999,110,22.3,18.429752
Girl,Maroccan,3-6 years,1999,107,17.1,14.935802
Boy,Dutch,7-10 years,1999,126,23.5,14.802217
Boy,Dutch,7-10 years,1999,129,25,15.023136
Girl,Dutch,7-10 years,1999,131,25,14.567916
Boy,Dutch,7-10 years,1999,126,25,15.74704
Boy,Dutch,7-10 years,1999,138,29.5,15.490443
Boy,Dutch,7-10 years,1999,129,23,13.821285
Boy,Dutch,7-10 years,1999,126,24.5,15.432099
Boy,Dutch,7-10 years,1999,129,22,13.220359
Girl,Dutch,7-10 years,1999,133,26,14.6984
Girl,Dutch,7-10 years,1999,131,29,16.898782
Girl,Dutch,7-10 years,1999,136,30,16.219723
Boy,Dutch,7-10 years,1999,135,33,18.106996
Girl,Dutch,7-10 years,1999,124,22,14.308012
Boy,Dutch,7-10 years,1999,134,25.6,14.257073
Boy,Dutch,7-10 years,1999,133,26.5,14.981062
Boy,Dutch,7-10 years,1999,136,32,17.301038
Girl,Dutch,7-10 years,1999,136,25,13.516436
Girl,Dutch,7-10 years,1999,126,21,13.227513
Girl,Dutch,7-10 years,1999,137,31,16.516597
Boy,Dutch,7-10 years,1999,127,27,16.740033
Boy,Dutch,7-10 years,1999,131,23.5,13.693841
Boy,Dutch,7-10 years,1999,130,24.5,14.497041
Boy,Dutch,7-10 years,1999,127,23.5,14.570029
Girl,Dutch,7-10 years,1999,133,26.5,14.981062
Girl,Dutch,7-10 years,1999,127,25,15.500031
Boy,Dutch,7-10 years,1999,131,31,18.064215
Boy,Dutch,7-10 years,1999,139,31,16.044718
Boy,Dutch,7-10 years,1999,135,30,16.460905
Boy,Dutch,7-10 years,1999,130,28,16.568047
Boy,Dutch,7-10 years,1999,139,31,16.044718
Boy,Dutch,7-10 years,1999,130,33,19.526627
Boy,Dutch,7-10 years,1999,141,31,15.592777
Boy,Dutch,7-10 years,1999,127,28,17.360035
Boy,Dutch,7-10 years,1999,122,24,16.124698
Girl,Dutch,7-10 years,1999,133,30,16.959692
Boy,Dutch,7-10 years,1999,136,27,14.597751
Girl,Dutch,7-10 years,1999,132,21.5,12.339302
Girl,Dutch,7-10 years,1999,141,33,16.598763
Girl,Dutch,7-10 years,1999,130,24,14.201183
Girl,Dutch,7-10 years,1999,135,29,15.912209
Girl,Dutch,7-10 years,1999,130,24,14.201183
Girl,Dutch,7-10 years,1999,126,22,13.857395
Boy,Dutch,7-10 years,1999,132,30,17.217631
Boy,Dutch,7-10 years,1999,129,25,15.023136
Girl,Dutch,7-10 years,1999,120,21,14.583333
Boy,Dutch,7-10 years,1999,127,25,15.500031
Boy,Dutch,7-10 years,1999,129,23,13.821285
Boy,Dutch,7-10 years,1999,127,22.5,13.950028
Girl,Dutch,7-10 years,1999,132,26,14.921947
Boy,Dutch,7-10 years,1999,129,26,15.624061
Boy,Dutch,7-10 years,1999,122,22.5,15.116904
Girl,Dutch,7-10 years,1999,123,24.5,16.194064
Girl,Dutch,7-10 years,1999,119,23,16.241791
Girl,Dutch,7-10 years,1999,129,25,15.023136
Girl,Dutch,7-10 years,1999,127,27,16.740033
Boy,Dutch,3-6 years,1999,129,26,15.624061
Girl,Dutch,7-10 years,1999,123,23,15.202591
Boy,Dutch,7-10 years,1999,128,26,15.869141
Girl,Dutch,7-10 years,1999,128,25,15.258789
Girl,Dutch,7-10 years,1999,125,23,14.72
Boy,Dutch,7-10 years,1999,125,25,16
Boy,Dutch,7-10 years,1999,130,26,15.384615
Boy,Dutch,7-10 years,1999,128,27,16.479492
Boy,Dutch,7-10 years,1999,130,31.5,18.639053
Girl,Dutch,7-10 years,1999,131,24.5,14.276557
Boy,Dutch,7-10 years,1999,133,28.5,16.111708
Girl,Dutch,7-10 years,1999,130,30.5,18.047337
Boy,Dutch,7-10 years,1999,125,25,16
Boy,Dutch,7-10 years,1999,130,26,15.384615
Girl,Dutch,3-6 years,1999,122,20,13.437248
Boy,Dutch,3-6 years,1999,125,22,14.08
Boy,Dutch,3-6 years,1999,123,23,15.202591
Boy,Dutch,3-6 years,1999,139,35,18.115004
Boy,Dutch,7-10 years,1999,134,27,15.036757
Boy,Dutch,3-6 years,1999,129,26,15.624061
Boy,Dutch,3-6 years,1999,114,23.5,18.082487
Boy,Dutch,3-6 years,1999,127,27.5,17.050034
Boy,Dutch,3-6 years,1999,119,21,14.829461
Girl,Surinamese South Asian,3-6 years,1999,123,28.5,18.837993
Girl,Dutch,3-6 years,1999,122,21,14.10911
Boy,Dutch,3-6 years,1999,118,24,17.236426
Boy,Dutch,3-6 years,1999,121,24,16.392323
Girl,Dutch,3-6 years,1999,120,21,14.583333
Girl,Dutch,3-6 years,1999,119,21.5,15.182544
Boy,Dutch,3-6 years,1999,123,19,12.558662
Boy,Dutch,3-6 years,1999,118,20.5,14.722781
Boy,Dutch,3-6 years,1999,127,24,14.88003
Boy,Dutch,3-6 years,1999,115,21,15.879017
Boy,Dutch,3-6 years,1999,120,20,13.888889
Boy,Dutch,3-6 years,1999,117,17.5,12.783987
